Second,Volt
-0.002524,5.16
-0.0025232,5.12
-0.0025224,5.16
-0.0025216,5.16
-0.0025208,5.16
-0.00252,5.2
-0.0025192,5.16
-0.0025184,5.2
-0.0025176,5.16
-0.0025168,5.12
-0.002516,5.16
-0.0025152,5.16
-0.0025144,5.16
-0.0025136,5.2
-0.0025128,5.12
-0.002512,5.16
-0.0025112,5.2
-0.0025104,5.12
-0.0025096,5.2
-0.0025088,5.16
-0.002508,5.16
-0.0025072,5.16
-0.0025064,5.2
-0.0025056,5.16
-0.0025048,5.16
-0.002504,5.16
-0.0025032,5.16
-0.0025024,5.16
-0.0025016,5.16
-0.0025008,5.16
-0.0025,5.16
-0.0024992,5.16
-0.0024984,5.16
-0.0024976,5.2
-0.0024968,5.16
-0.002496,5.12
-0.0024952,5.16
-0.0024944,5.16
-0.0024936,5.16
-0.0024928,5.2
-0.002492,5.16
-0.0024912,5.2
-0.0024904,5.2
-0.0024896,5.16
-0.0024888,5.2
-0.002488,5.16
-0.0024872,5.16
-0.0024864,5.2
-0.0024856,5.16
-0.0024848,5.16
-0.002484,5.2
-0.0024832,5.2
-0.0024824,5.16
-0.0024816,5.16
-0.0024808,5.2
-0.00248,5.2
-0.0024792,5.16
-0.0024784,5.16
-0.0024776,5.16
-0.0024768,5.2
-0.002476,5.16
-0.0024752,5.16
-0.0024744,5.16
-0.0024736,5.16
-0.0024728,5.2
-0.002472,5.16
-0.0024712,5.16
-0.0024704,5.16
-0.0024696,5.16
-0.0024688,5.16
-0.002468,5.16
-0.0024672,5.16
-0.0024664,5.2
-0.0024656,5.16
-0.0024648,5.2
-0.002464,5.16
-0.0024632,5.16
-0.0024624,5.16
-0.0024616,5.16
-0.0024608,5.2
-0.00246,5.16
-0.0024592,5.16
-0.0024584,5.2
-0.0024576,5.2
-0.0024568,5.12
-0.002456,5.16
-0.0024552,5.12
-0.0024544,5.16
-0.0024536,5.16
-0.0024528,5.16
-0.002452,5.2
-0.0024512,5.16
-0.0024504,5.16
-0.0024496,5.16
-0.0024488,5.32
-0.002448,5.16
-0.0024472,5.2
-0.0024464,5.16
-0.0024456,5.16
-0.0024448,5.16
-0.002444,5.16
-0.0024432,5.16
-0.0024424,5.16
-0.0024416,5.2
-0.0024408,5.2
-0.00244,5.2
-0.0024392,5.2
-0.0024384,5.2
-0.0024376,5.16
-0.0024368,5.2
-0.002436,5.2
-0.0024352,5.16
-0.0024344,5.16
-0.0024336,5.16
-0.0024328,5.16
-0.002432,5.16
-0.0024312,5.16
-0.0024304,5.16
-0.0024296,5.16
-0.0024288,5.16
-0.002428,5.12
-0.0024272,5.2
-0.0024264,5.2
-0.0024256,5.16
-0.0024248,5.16
-0.002424,5.16
-0.0024232,5.16
-0.0024224,5.16
-0.0024216,5.16
-0.0024208,5.2
-0.00242,5.16
-0.0024192,5.16
-0.0024184,5.2
-0.0024176,5.16
-0.0024168,5.16
-0.002416,5.16
-0.0024152,5.16
-0.0024144,5.2
-0.0024136,5.12
-0.0024128,5.16
-0.002412,5.16
-0.0024112,5.16
-0.0024104,5.2
-0.0024096,5.16
-0.0024088,5.16
-0.002408,5.28
-0.0024072,5.16
-0.0024064,5.2
-0.0024056,5.16
-0.0024048,5.16
-0.002404,5.16
-0.0024032,5.16
-0.0024024,5.16
-0.0024016,5.16
-0.0024008,5.2
-0.0024,5.16
-0.0023992,5.16
-0.0023984,5.2
-0.0023976,5.2
-0.0023968,5.2
-0.002396,5.16
-0.0023952,5.2
-0.0023944,5.16
-0.0023936,5.16
-0.0023928,5.16
-0.002392,5.2
-0.0023912,5.16
-0.0023904,5.16
-0.0023896,5.2
-0.0023888,5.16
-0.002388,5.12
-0.0023872,5.16
-0.0023864,5.2
-0.0023856,5.12
-0.0023848,5.16
-0.002384,5.2
-0.0023832,5.16
-0.0023824,5.16
-0.0023816,5.2
-0.0023808,5.12
-0.00238,5.2
-0.0023792,5.16
-0.0023784,5.16
-0.0023776,5.2
-0.0023768,5.2
-0.002376,5.16
-0.0023752,5.16
-0.0023744,5.16
-0.0023736,5.16
-0.0023728,5.12
-0.002372,5.16
-0.0023712,5.12
-0.0023704,5.2
-0.0023696,5.16
-0.0023688,5.12
-0.002368,5.2
-0.0023672,5.2
-0.0023664,5.12
-0.0023656,5.2
-0.0023648,5.12
-0.002364,5.2
-0.0023632,5.16
-0.0023624,5.16
-0.0023616,5.16
-0.0023608,5.16
-0.00236,5.16
-0.0023592,5.16
-0.0023584,5.16
-0.0023576,5.16
-0.0023568,5.32
-0.002356,5.12
-0.0023552,5.16
-0.0023544,5.16
-0.0023536,5.2
-0.0023528,5.16
-0.002352,5.16
-0.0023512,5.12
-0.0023504,5.16
-0.0023496,5.16
-0.0023488,5.16
-0.002348,5.2
-0.0023472,5.2
-0.0023464,5.16
-0.0023456,5.2
-0.0023448,5.16
-0.002344,5.16
-0.0023432,5.16
-0.0023424,5.16
-0.0023416,5.16
-0.0023408,5.16
-0.00234,5.16
-0.0023392,5.2
-0.0023384,5.16
-0.0023376,5.16
-0.0023368,5.16
-0.002336,5.2
-0.0023352,5.16
-0.0023344,5.16
-0.0023336,5.16
-0.0023328,5.16
-0.002332,5.16
-0.0023312,5.16
-0.0023304,5.16
-0.0023296,5.16
-0.0023288,5.16
-0.002328,5.16
-0.0023272,5.16
-0.0023264,5.16
-0.0023256,5.16
-0.0023248,5.2
-0.002324,5.16
-0.0023232,5.16
-0.0023224,5.2
-0.0023216,5.16
-0.0023208,5.12
-0.00232,5.16
-0.0023192,5.16
-0.0023184,5.12
-0.0023176,5.16
-0.0023168,5.16
-0.002316,5.16
-0.0023152,5.16
-0.0023144,5.16
-0.0023136,5.2
-0.0023128,5.2
-0.002312,5.16
-0.0023112,5.16
-0.0023104,5.16
-0.0023096,5.12
-0.0023088,5.2
-0.002308,5.16
-0.0023072,5.16
-0.0023064,5.16
-0.0023056,5.16
-0.0023048,5.2
-0.002304,5.16
-0.0023032,5.16
-0.0023024,5.16
-0.0023016,5.16
-0.0023008,5.12
-0.0023,5.2
-0.0022992,5.16
-0.0022984,5.16
-0.0022976,5.12
-0.0022968,5.16
-0.002296,5.12
-0.0022952,5.16
-0.0022944,5.16
-0.0022936,5.2
-0.0022928,5.16
-0.002292,5.16
-0.0022912,5.16
-0.0022904,5.16
-0.0022896,5.16
-0.0022888,5.2
-0.002288,5.16
-0.0022872,5.12
-0.0022864,5.16
-0.0022856,5.2
-0.0022848,5.32
-0.002284,5.12
-0.0022832,5.16
-0.0022824,5.16
-0.0022816,5.12
-0.0022808,5.16
-0.00228,5.16
-0.0022792,5.12
-0.0022784,5.16
-0.0022776,5.2
-0.0022768,5.16
-0.002276,5.16
-0.0022752,5.16
-0.0022744,5.12
-0.0022736,5.16
-0.0022728,5.16
-0.002272,5.2
-0.0022712,5.16
-0.0022704,5.16
-0.0022696,5.16
-0.0022688,5.12
-0.002268,5.16
-0.0022672,5.12
-0.0022664,5.2
-0.0022656,5.16
-0.0022648,5.12
-0.002264,5.36
-0.0022632,5.08
-0.0022624,5.2
-0.0022616,5.2
-0.0022608,5.16
-0.00226,5.16
-0.0022592,5.16
-0.0022584,5.12
-0.0022576,5.16
-0.0022568,5.16
-0.002256,5.16
-0.0022552,5.12
-0.0022544,5.16
-0.0022536,5.16
-0.0022528,5.12
-0.002252,5.2
-0.0022512,5.16
-0.0022504,5.16
-0.0022496,5.16
-0.0022488,5.16
-0.002248,5.2
-0.0022472,5.16
-0.0022464,5.16
-0.0022456,5.16
-0.0022448,5.16
-0.002244,5.16
-0.0022432,5.2
-0.0022424,5.2
-0.0022416,5.16
-0.0022408,5.16
-0.00224,5.2
-0.0022392,5.2
-0.0022384,5.16
-0.0022376,5.16
-0.0022368,5.16
-0.002236,5.16
-0.0022352,5.16
-0.0022344,5.16
-0.0022336,5.2
-0.0022328,5.12
-0.002232,5.16
-0.0022312,5.12
-0.0022304,5.12
-0.0022296,5.16
-0.0022288,5.12
-0.002228,5.12
-0.0022272,5.16
-0.0022264,5.16
-0.0022256,5.12
-0.0022248,5.16
-0.002224,5.16
-0.0022232,5.2
-0.0022224,5.16
-0.0022216,5.16
-0.0022208,5.12
-0.00222,5.16
-0.0022192,5.16
-0.0022184,5.16
-0.0022176,5.16
-0.0022168,5.16
-0.002216,5.12
-0.0022152,5.12
-0.0022144,5.16
-0.0022136,5.16
-0.0022128,5.12
-0.002212,5.16
-0.0022112,5.16
-0.0022104,5.16
-0.0022096,5.16
-0.0022088,5.16
-0.002208,5.16
-0.0022072,5.16
-0.0022064,5.16
-0.0022056,5.12
-0.0022048,5.16
-0.002204,5.12
-0.0022032,5.16
-0.0022024,5.16
-0.0022016,5.16
-0.0022008,5.16
-0.0022,5.12
-0.0021992,5.12
-0.0021984,5.12
-0.0021976,5.16
-0.0021968,5.16
-0.002196,5.12
-0.0021952,5.16
-0.0021944,5.16
-0.0021936,5.12
-0.0021928,5.16
-0.002192,5.2
-0.0021912,5.12
-0.0021904,5.16
-0.0021896,5.12
-0.0021888,5.16
-0.002188,5.12
-0.0021872,5.16
-0.0021864,5.16
-0.0021856,5.16
-0.0021848,5.2
-0.002184,5.16
-0.0021832,5.12
-0.0021824,5.16
-0.0021816,5.2
-0.0021808,5.16
-0.00218,5.16
-0.0021792,5.12
-0.0021784,5.16
-0.0021776,5.16
-0.0021768,5.16
-0.002176,5.16
-0.0021752,5.16
-0.0021744,5.16
-0.0021736,5.16
-0.0021728,5.16
-0.002172,5.16
-0.0021712,5.12
-0.0021704,5.2
-0.0021696,5.2
-0.0021688,5.12
-0.002168,5.16
-0.0021672,5.16
-0.0021664,5.16
-0.0021656,5.16
-0.0021648,5.12
-0.002164,5.12
-0.0021632,5.2
-0.0021624,5.12
-0.0021616,5.16
-0.0021608,5.16
-0.00216,5.16
-0.0021592,5.16
-0.0021584,5.16
-0.0021576,5.16
-0.0021568,5.16
-0.002156,5.16
-0.0021552,5.12
-0.0021544,5.16
-0.0021536,5.16
-0.0021528,5.16
-0.002152,5.16
-0.0021512,5.16
-0.0021504,5.12
-0.0021496,5.16
-0.0021488,5.16
-0.002148,5.16
-0.0021472,5.12
-0.0021464,5.16
-0.0021456,5.16
-0.0021448,5.16
-0.002144,5.16
-0.0021432,5.16
-0.0021424,5.12
-0.0021416,5.16
-0.0021408,5.12
-0.00214,5.16
-0.0021392,5.16
-0.0021384,5.12
-0.0021376,5.12
-0.0021368,5.12
-0.002136,5.2
-0.0021352,5.12
-0.0021344,5.16
-0.0021336,5.16
-0.0021328,5.16
-0.002132,5.16
-0.0021312,5.16
-0.0021304,5.16
-0.0021296,5.2
-0.0021288,5.12
-0.002128,5.12
-0.0021272,5.12
-0.0021264,5.12
-0.0021256,5.16
-0.0021248,5.16
-0.002124,5.2
-0.0021232,5.16
-0.0021224,5.16
-0.0021216,5.12
-0.0021208,5.16
-0.00212,5.36
-0.0021192,5.08
-0.0021184,5.2
-0.0021176,5.16
-0.0021168,5.12
-0.002116,5.16
-0.0021152,5.16
-0.0021144,5.16
-0.0021136,5.12
-0.0021128,5.16
-0.002112,5.16
-0.0021112,5.16
-0.0021104,5.16
-0.0021096,5.28
-0.0021088,5.12
-0.002108,5.2
-0.0021072,5.16
-0.0021064,5.16
-0.0021056,5.16
-0.0021048,5.12
-0.002104,5.16
-0.0021032,5.16
-0.0021024,5.16
-0.0021016,5.16
-0.0021008,5.12
-0.0021,5.2
-0.0020992,5.2
-0.0020984,5.12
-0.0020976,5.16
-0.0020968,5.12
-0.002096,5.16
-0.0020952,5.16
-0.0020944,5.16
-0.0020936,5.16
-0.0020928,5.16
-0.002092,5.12
-0.0020912,5.16
-0.0020904,5.16
-0.0020896,5.16
-0.0020888,5.36
-0.002088,5.12
-0.0020872,5.16
-0.0020864,5.16
-0.0020856,5.16
-0.0020848,5.12
-0.002084,5.16
-0.0020832,5.12
-0.0020824,5.12
-0.0020816,5.2
-0.0020808,5.2
-0.00208,5.16
-0.0020792,5.16
-0.0020784,5.2
-0.0020776,5.2
-0.0020768,5.16
-0.002076,5.16
-0.0020752,5.16
-0.0020744,5.16
-0.0020736,5.12
-0.0020728,5.16
-0.002072,5.16
-0.0020712,5.12
-0.0020704,5.16
-0.0020696,5.2
-0.0020688,5.12
-0.002068,5.16
-0.0020672,5.2
-0.0020664,5.12
-0.0020656,5.16
-0.0020648,5.16
-0.002064,5.16
-0.0020632,5.16
-0.0020624,5.12
-0.0020616,5.2
-0.0020608,5.12
-0.00206,5.16
-0.0020592,5.16
-0.0020584,5.2
-0.0020576,5.16
-0.0020568,5.2
-0.002056,5.16
-0.0020552,5.16
-0.0020544,5.16
-0.0020536,5.16
-0.0020528,5.16
-0.002052,5.16
-0.0020512,5.16
-0.0020504,5.2
-0.0020496,5.16
-0.0020488,5.16
-0.002048,5.16
-0.0020472,5.16
-0.0020464,5.16
-0.0020456,5.16
-0.0020448,5.16
-0.002044,5.16
-0.0020432,5.12
-0.0020424,5.16
-0.0020416,5.16
-0.0020408,5.2
-0.00204,5.16
-0.0020392,5.2
-0.0020384,5.16
-0.0020376,5.2
-0.0020368,5.16
-0.002036,5.2
-0.0020352,5.16
-0.0020344,5.16
-0.0020336,5.2
-0.0020328,5.16
-0.002032,5.16
-0.0020312,5.16
-0.0020304,5.16
-0.0020296,5.2
-0.0020288,5.16
-0.002028,5.16
-0.0020272,5.32
-0.0020264,5.12
-0.0020256,5.16
-0.0020248,5.12
-0.002024,5.16
-0.0020232,5.16
-0.0020224,5.16
-0.0020216,5.16
-0.0020208,5.16
-0.00202,5.16
-0.0020192,5.16
-0.0020184,5.2
-0.0020176,5.16
-0.0020168,5.36
-0.002016,5.12
-0.0020152,5.2
-0.0020144,5.16
-0.0020136,5.16
-0.0020128,5.16
-0.002012,5.16
-0.0020112,5.16
-0.0020104,5.16
-0.0020096,5.16
-0.0020088,5.16
-0.002008,5.16
-0.0020072,5.16
-0.0020064,5.16
-0.0020056,5.2
-0.0020048,5.16
-0.002004,5.16
-0.0020032,5.12
-0.0020024,5.16
-0.0020016,5.16
-0.0020008,5.16
-0.002,5.16
-0.0019992,5.16
-0.0019984,5.2
-0.0019976,5.2
-0.0019968,5.16
-0.001996,5.12
-0.0019952,5.16
-0.0019944,5.16
-0.0019936,5.16
-0.0019928,5.16
-0.001992,5.16
-0.0019912,5.16
-0.0019904,5.16
-0.0019896,5.16
-0.0019888,5.16
-0.001988,5.16
-0.0019872,5.16
-0.0019864,5.16
-0.0019856,5.16
-0.0019848,5.16
-0.001984,5.16
-0.0019832,5.16
-0.0019824,5.16
-0.0019816,5.16
-0.0019808,5.16
-0.00198,5.16
-0.0019792,5.16
-0.0019784,5.16
-0.0019776,5.12
-0.0019768,5.16
-0.001976,5.16
-0.0019752,5.12
-0.0019744,5.16
-0.0019736,5.2
-0.0019728,5.16
-0.001972,5.16
-0.0019712,5.16
-0.0019704,5.2
-0.0019696,5.16
-0.0019688,5.16
-0.001968,5.16
-0.0019672,5.2
-0.0019664,5.16
-0.0019656,5.36
-0.0019648,5.12
-0.001964,5.2
-0.0019632,5.16
-0.0019624,5.2
-0.0019616,5.16
-0.0019608,5.16
-0.00196,5.16
-0.0019592,5.16
-0.0019584,5.16
-0.0019576,5.16
-0.0019568,5.2
-0.001956,5.2
-0.0019552,5.2
-0.0019544,5.2
-0.0019536,5.16
-0.0019528,5.2
-0.001952,5.16
-0.0019512,5.2
-0.0019504,5.16
-0.0019496,5.16
-0.0019488,5.16
-0.001948,5.2
-0.0019472,5.16
-0.0019464,5.2
-0.0019456,5.2
-0.0019448,5.2
-0.001944,5.16
-0.0019432,5.16
-0.0019424,5.2
-0.0019416,5.16
-0.0019408,5.16
-0.00194,5.16
-0.0019392,5.16
-0.0019384,5.16
-0.0019376,5.16
-0.0019368,5.16
-0.001936,5.2
-0.0019352,5.12
-0.0019344,5.2
-0.0019336,5.16
-0.0019328,5.12
-0.001932,5.16
-0.0019312,5.2
-0.0019304,5.2
-0.0019296,5.2
-0.0019288,5.2
-0.001928,5.16
-0.0019272,5.16
-0.0019264,5.16
-0.0019256,5.16
-0.0019248,5.16
-0.001924,5.16
-0.0019232,5.16
-0.0019224,5.16
-0.0019216,5.2
-0.0019208,5.12
-0.00192,5.2
-0.0019192,5.2
-0.0019184,5.16
-0.0019176,5.16
-0.0019168,5.16
-0.001916,5.2
-0.0019152,5.2
-0.0019144,5.36
-0.0019136,5.16
-0.0019128,5.16
-0.001912,5.16
-0.0019112,5.16
-0.0019104,5.16
-0.0019096,5.2
-0.0019088,5.16
-0.001908,5.2
-0.0019072,5.2
-0.0019064,5.16
-0.0019056,5.2
-0.0019048,5.16
-0.001904,5.2
-0.0019032,5.16
-0.0019024,5.16
-0.0019016,5.16
-0.0019008,5.16
-0.0019,5.16
-0.0018992,5.16
-0.0018984,5.16
-0.0018976,5.16
-0.0018968,5.16
-0.001896,5.16
-0.0018952,5.16
-0.0018944,5.16
-0.0018936,5.16
-0.0018928,5.2
-0.001892,5.16
-0.0018912,5.12
-0.0018904,5.2
-0.0018896,5.12
-0.0018888,5.16
-0.001888,5.16
-0.0018872,5.16
-0.0018864,5.16
-0.0018856,5.2
-0.0018848,5.16
-0.001884,5.12
-0.0018832,5.2
-0.0018824,5.2
-0.0018816,5.16
-0.0018808,5.16
-0.00188,5.2
-0.0018792,5.16
-0.0018784,5.16
-0.0018776,5.2
-0.0018768,5.16
-0.001876,5.16
-0.0018752,5.16
-0.0018744,5.16
-0.0018736,5.16
-0.0018728,5.16
-0.001872,5.16
-0.0018712,5.16
-0.0018704,5.2
-0.0018696,5.12
-0.0018688,5.16
-0.001868,5.16
-0.0018672,5.12
-0.0018664,5.16
-0.0018656,5.2
-0.0018648,5.16
-0.001864,5.2
-0.0018632,5.2
-0.0018624,5.2
-0.0018616,5.16
-0.0018608,5.16
-0.00186,5.2
-0.0018592,5.16
-0.0018584,5.2
-0.0018576,5.16
-0.0018568,5.12
-0.001856,5.16
-0.0018552,5.2
-0.0018544,5.16
-0.0018536,5.16
-0.0018528,5.16
-0.001852,5.2
-0.0018512,5.12
-0.0018504,5.16
-0.0018496,5.12
-0.0018488,5.16
-0.001848,5.16
-0.0018472,5.16
-0.0018464,5.16
-0.0018456,5.2
-0.0018448,5.16
-0.001844,5.16
-0.0018432,5.16
-0.0018424,5.36
-0.0018416,5.12
-0.0018408,5.2
-0.00184,5.16
-0.0018392,5.16
-0.0018384,5.2
-0.0018376,5.16
-0.0018368,5.16
-0.001836,5.16
-0.0018352,5.16
-0.0018344,5.2
-0.0018336,5.16
-0.0018328,5.2
-0.001832,5.2
-0.0018312,5.2
-0.0018304,5.16
-0.0018296,5.16
-0.0018288,5.16
-0.001828,5.16
-0.0018272,5.16
-0.0018264,5.2
-0.0018256,5.12
-0.0018248,5.2
-0.001824,5.16
-0.0018232,5.12
-0.0018224,5.16
-0.0018216,5.12
-0.0018208,5.12
-0.00182,5.16
-0.0018192,5.12
-0.0018184,5.12
-0.0018176,5.16
-0.0018168,5.16
-0.001816,5.12
-0.0018152,5.12
-0.0018144,5.16
-0.0018136,5.16
-0.0018128,5.12
-0.001812,5.16
-0.0018112,5.2
-0.0018104,5.16
-0.0018096,5.12
-0.0018088,5.16
-0.001808,5.12
-0.0018072,5.12
-0.0018064,5.16
-0.0018056,5.12
-0.0018048,5.16
-0.001804,5.2
-0.0018032,5.16
-0.0018024,5.16
-0.0018016,5.32
-0.0018008,5.16
-0.0018,5.16
-0.0017992,5.16
-0.0017984,5.16
-0.0017976,5.16
-0.0017968,5.16
-0.001796,5.12
-0.0017952,5.16
-0.0017944,5.2
-0.0017936,5.16
-0.0017928,5.2
-0.001792,5.12
-0.0017912,5.16
-0.0017904,5.12
-0.0017896,5.2
-0.0017888,5.16
-0.001788,5.16
-0.0017872,5.16
-0.0017864,5.16
-0.0017856,5.2
-0.0017848,5.12
-0.001784,5.16
-0.0017832,5.16
-0.0017824,5.16
-0.0017816,5.16
-0.0017808,5.12
-0.00178,5.12
-0.0017792,5.16
-0.0017784,5.12
-0.0017776,5.12
-0.0017768,5.16
-0.001776,5.12
-0.0017752,5.16
-0.0017744,5.16
-0.0017736,5.12
-0.0017728,5.16
-0.001772,5.16
-0.0017712,5.12
-0.0017704,5.16
-0.0017696,5.16
-0.0017688,5.16
-0.001768,5.16
-0.0017672,5.12
-0.0017664,5.16
-0.0017656,5.12
-0.0017648,5.16
-0.001764,5.2
-0.0017632,5.16
-0.0017624,5.16
-0.0017616,5.16
-0.0017608,5.2
-0.00176,5.12
-0.0017592,5.16
-0.0017584,5.16
-0.0017576,5.12
-0.0017568,5.16
-0.001756,5.16
-0.0017552,5.12
-0.0017544,5.16
-0.0017536,5.12
-0.0017528,5.12
-0.001752,5.12
-0.0017512,5.12
-0.0017504,5.2
-0.0017496,5.12
-0.0017488,5.16
-0.001748,5.12
-0.0017472,5.12
-0.0017464,5.16
-0.0017456,5.16
-0.0017448,5.16
-0.001744,5.16
-0.0017432,5.12
-0.0017424,5.16
-0.0017416,5.16
-0.0017408,5.12
-0.00174,5.28
-0.0017392,5.12
-0.0017384,5.2
-0.0017376,5.16
-0.0017368,5.16
-0.001736,5.16
-0.0017352,5.16
-0.0017344,5.12
-0.0017336,5.16
-0.0017328,5.12
-0.001732,5.16
-0.0017312,5.16
-0.0017304,5.12
-0.0017296,5.2
-0.0017288,5.16
-0.001728,5.12
-0.0017272,5.2
-0.0017264,5.12
-0.0017256,5.12
-0.0017248,5.12
-0.001724,5.16
-0.0017232,5.12
-0.0017224,5.16
-0.0017216,5.16
-0.0017208,5.16
-0.00172,5.16
-0.0017192,5.2
-0.0017184,5.16
-0.0017176,5.12
-0.0017168,5.12
-0.001716,5.16
-0.0017152,5.16
-0.0017144,5.12
-0.0017136,5.16
-0.0017128,5.12
-0.001712,5.16
-0.0017112,5.12
-0.0017104,5.12
-0.0017096,5.12
-0.0017088,5.16
-0.001708,5.16
-0.0017072,5.12
-0.0017064,5.12
-0.0017056,5.12
-0.0017048,5.12
-0.001704,5.12
-0.0017032,5.12
-0.0017024,5.16
-0.0017016,5.16
-0.0017008,5.16
-0.0017,5.16
-0.0016992,5.12
-0.0016984,5.12
-0.0016976,5.16
-0.0016968,5.12
-0.001696,5.16
-0.0016952,5.12
-0.0016944,5.12
-0.0016936,5.12
-0.0016928,5.12
-0.001692,5.12
-0.0016912,5.16
-0.0016904,5.16
-0.0016896,5.12
-0.0016888,5.16
-0.001688,5.12
-0.0016872,5.16
-0.0016864,5.12
-0.0016856,5.16
-0.0016848,5.12
-0.001684,5.16
-0.0016832,5.16
-0.0016824,5.16
-0.0016816,5.16
-0.0016808,5.16
-0.00168,5.16
-0.0016792,5.16
-0.0016784,5.16
-0.0016776,5.12
-0.0016768,5.12
-0.001676,5.16
-0.0016752,5.12
-0.0016744,5.16
-0.0016736,5.12
-0.0016728,5.12
-0.001672,5.12
-0.0016712,5.16
-0.0016704,5.16
-0.0016696,5.12
-0.0016688,5.12
-0.001668,5.16
-0.0016672,5.16
-0.0016664,5.16
-0.0016656,5.16
-0.0016648,5.16
-0.001664,5.16
-0.0016632,5.16
-0.0016624,5.12
-0.0016616,5.16
-0.0016608,5.12
-0.00166,5.12
-0.0016592,5.12
-0.0016584,5.12
-0.0016576,5.2
-0.0016568,5.12
-0.001656,5.16
-0.0016552,5.16
-0.0016544,5.12
-0.0016536,5.16
-0.0016528,5.12
-0.001652,5.12
-0.0016512,5.16
-0.0016504,5.16
-0.0016496,5.16
-0.0016488,5.12
-0.001648,5.2
-0.0016472,5.08
-0.0016464,5.16
-0.0016456,5.12
-0.0016448,5.16
-0.001644,5.12
-0.0016432,5.12
-0.0016424,5.16
-0.0016416,5.12
-0.0016408,5.16
-0.00164,5.12
-0.0016392,5.16
-0.0016384,5.16
-0.0016376,5.08
-0.0016368,5.16
-0.001636,5.12
-0.0016352,5.12
-0.0016344,5.12
-0.0016336,5.16
-0.0016328,5.16
-0.001632,5.16
-0.0016312,5.12
-0.0016304,5.12
-0.0016296,5.12
-0.0016288,5.16
-0.001628,5.16
-0.0016272,5.16
-0.0016264,5.16
-0.0016256,5.16
-0.0016248,5.16
-0.001624,5.12
-0.0016232,5.12
-0.0016224,5.12
-0.0016216,5.16
-0.0016208,5.12
-0.00162,5.12
-0.0016192,5.16
-0.0016184,5.16
-0.0016176,5.16
-0.0016168,5.12
-0.001616,5.16
-0.0016152,5.12
-0.0016144,5.12
-0.0016136,5.16
-0.0016128,5.16
-0.001612,5.12
-0.0016112,5.12
-0.0016104,5.16
-0.0016096,5.12
-0.0016088,5.16
-0.001608,5.12
-0.0016072,5.16
-0.0016064,5.12
-0.0016056,5.16
-0.0016048,5.12
-0.001604,5.16
-0.0016032,5.16
-0.0016024,5.12
-0.0016016,5.12
-0.0016008,5.12
-0.0016,5.16
-0.0015992,5.12
-0.0015984,5.12
-0.0015976,5.12
-0.0015968,5.16
-0.001596,5.12
-0.0015952,5.16
-0.0015944,5.12
-0.0015936,5.12
-0.0015928,5.12
-0.001592,5.12
-0.0015912,5.12
-0.0015904,5.12
-0.0015896,5.12
-0.0015888,5.16
-0.001588,5.16
-0.0015872,5.12
-0.0015864,5.16
-0.0015856,5.16
-0.0015848,5.12
-0.001584,5.12
-0.0015832,5.16
-0.0015824,5.12
-0.0015816,5.16
-0.0015808,5.12
-0.00158,5.12
-0.0015792,5.16
-0.0015784,5.12
-0.0015776,5.08
-0.0015768,5.16
-0.001576,5.12
-0.0015752,5.16
-0.0015744,5.12
-0.0015736,5.16
-0.0015728,5.12
-0.001572,5.12
-0.0015712,5.12
-0.0015704,5.12
-0.0015696,5.12
-0.0015688,5.16
-0.001568,5.2
-0.0015672,5.12
-0.0015664,5.16
-0.0015656,5.12
-0.0015648,5.16
-0.001564,5.16
-0.0015632,5.12
-0.0015624,5.12
-0.0015616,5.12
-0.0015608,5.12
-0.00156,5.12
-0.0015592,5.12
-0.0015584,5.16
-0.0015576,5.12
-0.0015568,5.16
-0.001556,5.16
-0.0015552,5.2
-0.0015544,5.08
-0.0015536,5.16
-0.0015528,5.12
-0.001552,5.12
-0.0015512,5.12
-0.0015504,5.16
-0.0015496,5.12
-0.0015488,5.12
-0.001548,5.12
-0.0015472,5.12
-0.0015464,5.08
-0.0015456,5.16
-0.0015448,5.24
-0.001544,5.12
-0.0015432,5.12
-0.0015424,5.16
-0.0015416,5.16
-0.0015408,5.12
-0.00154,5.16
-0.0015392,5.12
-0.0015384,5.08
-0.0015376,5.12
-0.0015368,5.12
-0.001536,5.12
-0.0015352,5.16
-0.0015344,5.2
-0.0015336,5.16
-0.0015328,5.12
-0.001532,5.16
-0.0015312,5.12
-0.0015304,5.12
-0.0015296,5.12
-0.0015288,5.12
-0.001528,5.12
-0.0015272,5.16
-0.0015264,5.16
-0.0015256,5.12
-0.0015248,5.12
-0.001524,5.12
-0.0015232,5.16
-0.0015224,5.16
-0.0015216,5.16
-0.0015208,5.12
-0.00152,5.16
-0.0015192,5.16
-0.0015184,5.16
-0.0015176,5.16
-0.0015168,5.08
-0.001516,5.16
-0.0015152,5.16
-0.0015144,5.16
-0.0015136,5.16
-0.0015128,5.12
-0.001512,5.12
-0.0015112,5.12
-0.0015104,5.16
-0.0015096,5.12
-0.0015088,5.16
-0.001508,5.16
-0.0015072,5.16
-0.0015064,5.16
-0.0015056,5.12
-0.0015048,5.16
-0.001504,5.32
-0.0015032,5.08
-0.0015024,5.16
-0.0015016,5.12
-0.0015008,5.12
-0.0015,5.12
-0.0014992,5.12
-0.0014984,5.16
-0.0014976,5.12
-0.0014968,5.16
-0.001496,5.12
-0.0014952,5.12
-0.0014944,5.12
-0.0014936,5.16
-0.0014928,5.16
-0.001492,5.12
-0.0014912,5.12
-0.0014904,5.16
-0.0014896,5.12
-0.0014888,5.2
